,순위,종목코드,href,현재가,매출액[2019],매출액[2019.12],매출액[2020.03],영업이익[2019],영업이익[2019.12],영업이익[2020.03],당기순이익[2019],당기순이익[2019.12],당기순이익[2020.03],자산총계[2019],자산총계[2019.12],자산총계[2020.03],부채총계[2019],부채총계[2019.12],부채총계[2020.03],자본총계[2019],자본총계[2019.12],자본총계[2020.03],영업이익률[2019],영업이익률[2019.12],영업이익률[2020.03],순이익률[2019],순이익률[2019.12],순이익률[2020.03],ROE(%)[2019],ROE(%)[2019.12],ROE(%)[2020.03],ROA(%)[2019],ROA(%)[2019.12],ROA(%)[2020.03],부채비율[2019],부채비율[2019.12],부채비율[2020.03],EPS(원)[2019],EPS(원)[2019.12],EPS(원)[2020.03],PER(배)[2019],PER(배)[2019.12],PER(배)[2020.03],BPS(원)[2019],BPS(원)[2019.12],BPS(원)[2020.03],PBR(배)[2019],PBR(배)[2019.12],PBR(배)[2020.03],현금배당수익률[2019],현금배당수익률[2019.12],현금배당수익률[2020.03],현금배당성향(%)[2019],현금배당성향(%)[2019.12],현금배당성향(%)[2020.03]
대신증권,260,003540,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003540,"10,450","26,967","3,939","15,312",997,14,557,940,23,472,"194,373","194,373","207,747","174,202","174,202","187,616","20,170","20,170","20,131",3.70,0.34,3.64,3.48,0.58,3.08,4.79,4.79,4.90,0.49,0.49,0.47,863.65,863.65,931.97,"1,092",30,546,10.95,10.95,7.68,"29,197","29,197","29,124",0.41,0.41,0.29,8.37,,,72.88,"2,651.94",0.00
경동나비엔,261,009450,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=009450,"42,200","7,743","2,672","1,832",448,203,125,279,84,91,"6,098","6,098","6,441","3,088","3,088","3,371","3,010","3,010","3,070",5.79,7.59,6.84,3.60,3.14,4.95,9.59,9.59,11.55,4.67,4.67,5.44,102.56,102.56,109.80,"2,186",658,713,21.31,21.31,11.57,"23,829","23,829","24,302",1.96,1.96,1.27,0.64,,,13.60,45.18,
CJ CGV,262,079160,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=079160,"25,400","19,423","4,983","2,433","1,220",440,-716,"-2,391","-2,135","-1,186","45,240","45,240","44,569","39,229","39,229","39,851","6,011","6,011","4,718",6.28,8.84,-29.44,-12.31,-42.86,-48.73,-57.60,-57.60,-174.13,-7.07,-7.07,-8.04,652.62,652.62,844.71,"-7,213","-6,555","-4,514",N/A,N/A,N/A,"12,777","12,777","7,776",2.70,2.70,2.28,0.00,,,0.00,0.00,
미래에셋대우2우B,263,00680K,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=00680K,"6,910","154,310","24,873","90,840","7,280","1,526","1,387","6,642","1,390","1,071","1,331,498","1,331,498","1,193,079","1,239,562","1,239,562","1,100,930","91,936","91,936","92,149",4.72,6.14,1.53,4.30,5.59,1.18,7.56,7.56,6.83,0.52,0.53,0.49,"1,348.28","1,348.28","1,194.72",811,168,133,9.31,9.31,7.14,"13,050","13,050","13,165",0.58,0.58,0.40,3.44,,,27.63,133.18,0.00
한세실업,264,105630,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=105630,"13,350","19,224","4,975","3,941",590,-43,52,-173,-414,-177,"11,795","11,795","11,261","7,245","7,245","7,044","4,550","4,550","4,217",3.07,-0.86,1.32,-0.90,-8.31,-4.49,-0.06,-0.06,-4.92,-1.47,-1.47,-3.06,159.22,159.22,167.05,-6,-713,-397,N/A,N/A,N/A,"10,137","10,137","9,357",1.71,1.71,0.96,2.89,,,"-7,871.26",-68.83,
SK디앤디,265,210980,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=210980,"26,600","4,547","2,367",974,823,534,199,449,384,144,"13,969","13,969","15,823","10,355","10,355","12,246","3,614","3,614","3,577",18.09,22.55,20.38,9.88,16.22,14.73,12.66,12.66,18.70,3.11,3.11,3.91,286.51,286.51,342.32,"2,365","2,022",756,12.31,12.31,7.43,"19,033","19,033","18,838",1.53,1.53,1.33,2.06,,,25.37,29.68,0.00
동양생명,266,082640,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=082640,"3,190","62,540","13,201","18,579","1,142",-322,836,"1,152",-282,636,"339,480","339,480","340,486","313,467","313,467","315,827","26,012","26,012","24,659",1.83,-2.44,4.50,1.84,-2.14,3.43,4.73,4.73,7.33,0.35,0.35,0.53,"1,205.08","1,205.08","1,280.80",714,-175,394,5.60,5.60,2.13,"16,690","16,690","15,821",0.24,0.24,0.15,5.75,,,31.11,-127.19,0.00
에이프로젠 KIC,267,007460,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=007460,"2,870",782,270,357,26,9,21,166,66,-57,"6,544","6,544","6,660","1,275","1,275","1,585","5,270","5,270","5,075",3.28,3.29,5.96,21.18,24.60,-16.02,4.70,4.70,1.69,3.16,3.16,2.95,24.19,24.19,31.23,86,4,-79,31.85,31.85,72.12,"1,973","1,973","1,858",1.38,1.38,1.09,0.00,,,0.00,0.00,
제주항공,268,089590,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=089590,"19,850","13,840","3,094","2,292",-329,-451,-657,-331,-156,"-1,014","14,675","14,675","13,052","11,424","11,424","10,815","3,251","3,251","2,237",-2.38,-14.56,-28.67,-2.39,-5.05,-44.24,-9.36,-9.36,-56.01,-2.65,-2.65,-12.74,351.38,351.38,483.37,"-1,257",-593,"-3,847",N/A,N/A,N/A,"12,368","12,368","8,511",2.17,2.17,1.98,0.00,,,0.00,0.00,0.00
한진중공업,269,097230,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=097230,"6,100","16,288","5,443","3,353",838,689,171,"3,062","1,207",-58,"24,702","24,702","23,698","22,252","22,252","21,302","2,450","2,450","2,396",5.15,12.66,5.10,18.80,22.17,-1.73,-132.20,-132.20,28.66,11.77,11.77,3.00,908.28,908.28,889.16,"5,184","1,448",-69,0.96,0.96,4.50,"2,943","2,943","2,879",1.69,1.69,1.45,,,,0.00,0.00,0.00
한일현대시멘트,270,006390,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=006390,"29,850","3,841",986,726,352,56,-48,413,139,62,"5,602","5,602","5,454","3,556","3,556","3,532","2,046","2,046","1,922",9.17,5.70,-6.62,10.76,14.13,8.52,21.69,21.69,27.94,7.45,7.45,9.13,173.79,173.79,183.79,"2,458",828,368,12.39,12.39,7.80,"12,164","12,164","11,425",2.50,2.50,2.01,3.28,,,40.71,120.77,0.00
현대에이치씨엔,271,126560,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=126560,"4,480","2,929",693,735,408,62,107,378,65,85,"8,135","8,135","8,092",720,720,659,"7,415","7,415","7,433",13.93,8.94,14.55,12.91,9.33,11.54,5.19,5.20,4.91,4.74,4.75,4.45,9.71,9.71,8.86,335,57,75,10.18,10.17,10.66,"6,731","6,731","6,748",0.51,0.51,0.50,1.76,,,17.49,102.25,0.00
LG전자우,272,066575,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=066575,"66,600","623,062","160,612","147,278","24,361","1,018","10,904","1,799","-8,497","10,867","448,599","448,599","455,702","284,347","284,347","281,795","164,251","164,251","173,907",3.91,0.63,7.40,0.29,-5.29,7.38,0.22,0.22,3.23,0.40,0.40,1.50,173.12,173.12,162.04,173,"-4,841","5,671",416.75,416.75,17.94,"79,582","79,582","84,434",0.91,0.91,0.57,1.04,,,434.42,-15.53,
화승인더,273,006060,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=006060,"8,810","14,259","4,554","3,528","1,136",434,229,809,316,-25,"12,707","12,707","14,785","8,173","8,173","8,815","4,534","4,534","5,970",7.96,9.54,6.48,5.67,6.94,-0.71,19.66,19.66,13.66,7.15,7.15,5.53,180.25,180.25,147.64,"1,066",396,-17,11.17,11.17,7.38,"6,123","6,123","8,867",1.94,1.94,0.77,0.38,,,4.12,11.08,
삼양사,274,145990,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=145990,"43,550","20,964","5,217","4,930",816,63,243,529,20,276,"23,882","23,882","25,422","10,937","10,937","12,632","12,945","12,945","12,791",3.89,1.21,4.92,2.52,0.38,5.60,3.07,3.07,4.59,2.32,2.32,2.83,84.49,84.49,98.76,"3,173",-203,"2,325",15.95,15.95,6.39,"110,768","110,768","110,369",0.46,0.46,0.27,1.98,,,29.66,-464.29,0.00
한국토지신탁,275,034830,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=034830,"1,880","2,557",576,650,"1,193",72,396,"1,083",172,358,"14,472","14,472","15,029","5,657","5,657","6,101","8,814","8,814","8,928",46.66,12.52,60.86,42.34,29.88,55.16,12.72,12.72,13.28,7.67,7.67,8.03,64.18,64.18,68.33,428,69,142,4.91,4.91,3.65,"3,677","3,677","3,755",0.57,0.57,0.44,5.24,,,24.30,109.11,0.00
에이프로젠제약,276,003060,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003060,"1,875",509,147,138,-20,0,-5,-35,19,67,"3,653","3,653","3,764",176,176,198,"3,476","3,476","3,566",-3.85,0.19,-3.56,-6.81,13.06,48.27,-4.19,-4.19,0.26,-1.19,-1.19,2.88,5.08,5.08,5.56,-45,-11,15,N/A,N/A,641.88,"1,019","1,019","1,039",1.33,1.33,1.61,0.00,,,0.00,0.00,0.00
현대건설기계,278,267270,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=267270,"24,300","28,521","5,741","6,363","1,578",69,107,509,-189,12,"31,881","31,881","32,421","16,109","16,109","16,480","15,771","15,771","15,941",5.53,1.20,1.68,1.78,-3.29,0.18,0.26,0.26,-2.73,1.61,1.61,-0.01,102.14,102.14,103.38,164,"-1,863",-21,182.52,182.52,N/A,"63,530","63,530","64,204",0.47,0.47,0.23,,,,0.00,0.00,
덴티움,279,145720,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=145720,"41,550","2,526",666,408,447,77,32,137,-153,33,"5,471","5,471","5,492","3,406","3,406","3,381","2,065","2,065","2,111",17.68,11.50,7.86,5.43,-23.00,8.21,7.37,7.37,4.32,2.79,2.79,1.52,164.90,164.90,160.12,"1,336","-1,326",302,40.28,40.28,42.26,"23,996","23,996","24,534",2.24,2.24,1.39,,,,0.00,0.00,
대덕전자,280,353200,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=353200,"9,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
동화약품,281,000020,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=000020,"16,100","3,072",833,670,99,78,27,94,80,23,"3,760","3,760","3,762",752,752,767,"3,009","3,009","2,995",3.23,9.37,4.04,3.06,9.54,3.37,3.15,3.15,3.30,2.52,2.52,2.62,24.98,24.98,25.61,337,285,81,24.69,24.69,18.63,"10,898","10,898","10,848",0.76,0.76,0.60,1.44,,,35.24,41.66,
필룩스,282,033180,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=033180,"5,050","1,351",304,318,29,-69,26,-117,-223,-186,"4,168","4,168","3,820","1,444","1,444","1,103","2,724","2,724","2,718",2.15,-22.67,8.33,-8.65,-73.51,-58.61,-5.29,-5.29,-17.13,-3.24,-3.24,-11.25,53.01,53.01,40.58,-168,-278,-226,N/A,N/A,N/A,"3,355","3,355","3,151",2.26,2.26,1.53,0.00,,,0.00,0.00,0.00
일진다이아,284,081000,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=081000,"31,900","1,611",563,352,132,4,31,128,7,36,"2,491","2,491","2,460",645,645,618,"1,846","1,846","1,842",8.21,0.79,8.74,7.93,1.27,10.17,8.06,8.06,8.66,6.24,6.24,6.77,34.93,34.93,33.53,896,32,226,31.19,31.19,17.15,"12,661","12,661","12,606",2.21,2.21,1.25,1.07,,,37.56,929.31,
디피씨,285,026890,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=026890,"10,650","1,654",452,380,140,33,68,111,24,63,"2,209","2,209","2,215",644,644,609,"1,565","1,565","1,607",8.48,7.24,17.90,6.71,5.19,16.64,7.12,7.12,10.19,5.35,5.35,7.51,41.14,41.14,37.88,256,55,149,20.20,20.20,16.25,"4,149","4,149","4,255",1.25,1.25,1.42,1.55,,,27.91,129.89,
삼성화재우,286,000815,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=000815,"199,000","230,334","55,938","61,420","8,626",455,"2,407","6,456",401,"1,792","851,722","851,722","855,328","708,507","708,507","718,527","143,214","143,214","136,801",3.74,0.81,3.92,2.80,0.72,2.92,4.85,4.83,4.45,0.78,0.78,0.71,494.72,494.72,525.23,"12,716",786,"3,519",19.15,19.15,13.20,"336,392","336,392","321,285",0.72,0.72,0.48,3.49,,,56.20,909.00,0.00
한미반도체,287,042700,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=042700,"8,450","1,204",373,396,137,69,74,193,55,76,"2,575","2,575","2,917",378,378,687,"2,197","2,197","2,230",11.40,18.48,18.78,16.00,14.77,19.21,8.85,8.85,12.32,7.65,7.65,10.03,17.19,17.19,30.79,337,96,143,24.06,24.06,14.70,"4,373","4,373","4,439",1.85,1.85,1.55,1.23,,,26.08,91.16,
대한해운,288,005880,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=005880,"18,550","10,057","2,500","2,307","1,288",189,338,"1,010",187,427,"33,409","33,409","37,735","24,457","24,457","27,967","8,952","8,952","9,768",12.81,7.55,14.64,10.04,7.48,18.50,11.47,11.47,12.48,3.22,3.22,3.47,273.20,273.20,286.31,"3,705",564,"1,614",6.21,6.21,3.09,"34,563","34,563","38,345",0.67,0.67,0.35,,,,0.00,0.00,
세방전지,290,004490,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=004490,"31,950","11,390","2,890","3,174","1,057",209,204,784,85,200,"15,107","15,107","15,159","4,560","4,560","4,538","10,547","10,547","10,620",9.28,7.22,6.42,6.88,2.94,6.31,7.70,7.70,6.94,5.64,5.64,5.06,43.23,43.23,42.73,"5,597",604,"1,434",6.66,6.66,5.08,"76,699","76,699","78,266",0.49,0.49,0.33,1.34,,,8.77,81.22,
이월드,291,084680,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=084680,"4,380","1,832",463,354,174,59,-27,129,37,-30,"4,818","4,818","4,705",948,948,895,"3,870","3,870","3,810",9.52,12.81,-7.66,7.02,8.07,-8.48,4.67,4.67,1.25,3.45,3.45,0.97,24.50,24.50,23.49,95,26,-21,56.29,56.29,119.38,"2,736","2,736","2,694",1.95,1.95,1.50,0.00,,,,,0.00
BGF,292,027410,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=027410,"4,615","2,403",615,471,294,100,-23,175,-53,-42,"16,574","16,574","16,400","1,291","1,291","1,368","15,283","15,283","15,032",12.23,16.27,-4.97,7.29,-8.62,-8.89,1.79,1.79,1.41,1.07,1.07,0.69,8.45,8.45,9.10,281,-3,-23,19.91,19.91,16.72,"15,700","15,700","15,458",0.36,0.36,0.24,1.96,,,39.18,"-3,159.78",
지역난방공사,294,071320,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=071320,"38,000","23,679","6,798","8,550",422,349,"1,230",-256,45,876,"58,926","58,926","59,143","43,632","43,632","42,981","15,294","15,294","16,162",1.78,5.13,14.39,-1.08,0.67,10.25,-1.66,-1.66,0.34,-0.44,-0.44,0.10,285.29,285.29,265.94,"-2,209",391,"7,568",N/A,N/A,64.53,"132,086","132,086","139,583",0.36,0.36,0.22,,,,0.00,0.00,0.00
신영증권,295,001720,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=001720,"45,500","16,623","4,095","2,257","1,033",60,466,780,35,385,"98,151","96,872","94,267","86,442","84,971","81,980","11,709","11,901","12,287",6.21,1.46,20.63,4.69,0.86,17.05,6.53,4.35,7.52,0.80,0.55,0.97,738.27,713.98,667.22,"4,510",208,"2,333",12.75,18.24,10.21,"129,441","131,696","137,794",0.44,0.42,0.39,4.78,,,33.35,0.00,0.00
하이트진로홀딩스,296,000140,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=000140,"17,900","20,263","5,566","5,315","1,009",353,581,-401,-166,279,"38,367","38,367","41,983","28,541","28,541","32,151","9,826","9,826","9,832",4.98,6.34,10.93,-1.98,-2.98,5.25,-4.65,-4.65,0.08,-1.03,-1.03,0.10,290.48,290.48,327.01,-903,-238,488,N/A,N/A,640.51,"19,950","19,950","20,223",0.66,0.66,0.50,2.65,,,-35.86,-136.16,
케이씨텍,297,281820,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=281820,"20,850","2,653",826,691,491,196,97,369,144,88,"3,376","3,376","3,519",491,491,586,"2,885","2,885","2,933",18.49,23.75,14.02,13.89,17.37,12.74,13.52,13.51,14.08,11.33,11.31,11.75,17.01,17.01,19.96,"1,858",724,444,12.57,12.58,8.48,"14,544","14,544","14,788",1.61,1.61,1.12,0.86,,,10.76,27.63,0.00
롯데푸드,298,002270,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=002270,"376,000","17,880","4,188","4,092",495,12,99,375,5,68,"13,212","13,212","14,163","6,136","6,136","7,129","7,075","7,075","7,034",2.77,0.28,2.43,2.10,0.13,1.67,5.40,5.40,,2.97,2.97,,86.73,86.73,101.35,"33,151",461,"6,030",12.46,12.46,,"777,670","777,670","773,121",0.53,0.53,0.39,2.91,,,29.10,"2,093.54",0.00
광동제약,299,009290,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=009290,"7,840","12,383","3,173","3,007",418,67,110,227,14,112,"7,928","7,928","7,802","3,453","3,453","3,264","4,475","4,475","4,538",3.38,2.11,3.66,1.83,0.44,3.72,5.57,5.57,5.89,2.97,2.97,3.21,77.17,77.17,71.92,440,47,204,15.12,15.12,12.11,"10,686","10,686","10,835",0.62,0.62,0.53,1.20,,,13.73,128.66,
한국콜마홀딩스,300,024720,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=024720,"23,250","5,934","1,442","1,759",930,237,316,722,144,225,"10,951","10,951","11,352","4,913","4,913","5,193","6,038","6,038","6,159",15.67,16.45,17.99,12.17,10.02,12.78,10.51,10.51,10.55,7.31,7.31,7.35,81.37,81.37,84.30,"2,236",414,653,10.09,10.09,7.82,"23,114","23,114","23,417",0.98,0.98,0.76,0.86,,,9.40,50.78,
세아베스틸,301,001430,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=001430,"11,800","29,607","6,747","6,994",440,27,108,192,-36,183,"35,769","35,769","36,889","15,938","15,938","17,179","19,831","19,831","19,710",1.49,0.40,1.54,0.65,-0.53,2.61,0.93,0.93,1.21,0.53,0.53,0.72,80.37,80.37,87.16,480,-135,474,31.78,31.78,11.94,"51,897","51,897","53,049",0.29,0.29,0.14,1.97,,,62.06,-220.53,
한화투자증권,302,003530,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=003530,"1,955","15,712","3,067","13,072","1,119",207,-471,986,318,-361,"98,783","98,783","108,252","87,229","87,229","97,062","11,554","11,554","11,190",7.12,6.75,-3.60,6.27,10.37,-2.77,9.36,9.36,3.14,1.14,1.14,0.35,754.98,754.98,867.40,505,145,-165,4.09,4.09,8.74,"5,296","5,296","5,129",0.39,0.39,0.27,0.00,,,,,0.00
LF,305,093050,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=093050,"13,900","18,517","5,432","3,721",875,274,130,694,272,86,"24,171","24,171","24,446","10,256","10,256","10,702","13,915","13,915","13,744",4.73,5.05,3.48,3.75,5.01,2.30,5.65,5.65,4.24,3.41,3.41,2.53,73.70,73.70,77.86,"2,313",827,89,8.00,8.00,6.24,"41,768","41,768","42,158",0.44,0.44,0.25,2.70,,,21.61,60.43,0.00
우리종금,306,010050,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=010050,602,"2,051",555,700,539,130,145,534,176,134,"33,990","33,990","37,516","30,316","30,316","33,710","3,673","3,673","3,806",26.27,23.52,20.74,26.02,31.68,19.07,15.63,15.63,15.36,1.75,1.75,1.67,825.30,825.30,885.64,79,26,20,8.07,8.07,5.76,545,545,565,1.17,1.17,0.82,,,,,,0.00
한국단자,308,025540,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=025540,"37,900","7,721","2,116","1,943",335,119,175,319,91,172,"8,856","8,856","8,993","1,754","1,754","1,835","7,102","7,102","7,158",4.34,5.64,9.01,4.13,4.29,8.84,4.55,4.55,5.22,3.65,3.65,4.09,24.70,24.70,25.64,"3,062",871,"1,658",13.96,13.96,6.84,"68,181","68,181","68,828",0.63,0.63,0.35,1.64,,,22.86,51.65,
한독,309,002390,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=002390,"28,100","4,730","1,289","1,159",275,76,70,339,164,-7,"7,487","7,487","7,653","4,047","4,047","4,242","3,440","3,440","3,411",5.81,5.93,6.07,7.17,12.70,-0.59,10.78,10.78,8.52,4.84,4.84,3.68,117.64,117.64,124.36,"2,538","1,216",-50,8.93,8.93,10.78,"24,757","24,757","24,441",0.91,0.91,0.88,1.21,,,10.84,22.62,
삼진제약,310,005500,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=005500,"28,200","2,419",592,577,441,36,104,113,18,85,"2,442","2,442","2,569",467,467,606,"1,975","1,975","1,963",18.23,6.07,18.09,4.66,2.99,14.70,5.69,5.69,4.12,4.54,4.54,3.19,23.64,23.64,30.85,812,127,611,30.74,30.74,37.42,"16,051","16,051","15,955",1.55,1.55,1.40,3.21,,,87.23,556.87,
대교,311,019680,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=019680,"4,740","7,619","1,891","1,707",294,93,-19,172,3,-82,"9,199","9,199","8,778","3,066","3,066","3,022","6,132","6,132","5,756",3.86,4.91,-1.12,2.25,0.14,-4.81,2.76,2.76,-0.39,1.96,1.96,-0.29,50.01,50.01,52.50,162,6,-76,37.64,37.64,N/A,"7,083","7,083","6,782",0.86,0.86,0.87,2.79,,,87.81,974.23,0.00
미원에스씨,312,268280,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=268280,"76,900","3,779",907,951,466,83,103,396,44,112,"3,119","3,119","3,173",625,625,627,"2,493","2,493","2,546",12.33,9.13,10.87,10.47,4.86,11.72,,,17.35,,,13.85,25.09,25.09,24.63,"7,542",837,"2,117",9.57,9.57,9.34,"47,872","47,872","49,016",1.51,1.51,1.50,2.35,,,22.63,143.37,0.00
JW홀딩스,313,096760,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=096760,"5,890","7,264","1,715","1,872",27,-235,84,-316,-331,-36,"12,435","12,435","12,234","8,918","8,918","8,940","3,516","3,516","3,295",0.38,-13.70,4.47,-4.35,-19.31,-1.92,-20.18,-20.18,-17.72,-2.51,-2.51,-2.28,253.64,253.64,271.32,-503,-380,-36,N/A,N/A,N/A,"2,255","2,255","2,101",2.82,2.82,2.31,1.38,,,-17.33,-22.96,
부산가스,314,015350,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=015350,"35,950","9,728","2,750","3,584",435,55,243,489,127,206,"10,367","10,367","10,728","3,670","3,670","3,867","6,697","6,697","6,862",4.47,1.98,6.78,5.03,4.63,5.74,7.57,7.57,6.89,4.86,4.86,4.41,54.80,54.80,56.35,"4,448","1,157","1,870",8.03,8.03,7.34,"66,967","66,967","68,610",0.53,0.53,0.45,2.80,,,20.44,78.60,
남해화학,315,025860,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=025860,"7,910","11,872","2,797","2,947",153,27,91,160,34,69,"5,811","5,811","6,242","1,472","1,472","1,862","4,340","4,340","4,380",1.29,0.95,3.09,1.35,1.23,2.34,3.74,3.74,4.71,2.84,2.84,3.42,33.91,33.91,42.51,323,69,139,25.27,25.27,17.09,"9,051","9,051","9,134",0.90,0.90,0.77,0.74,,,17.94,83.97,0.00
맵스리얼티1,316,094800,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=094800,"4,205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
하나제약,317,293480,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=293480,"23,950","1,663",440,418,336,90,70,283,69,56,"2,630","2,630","2,705",427,427,514,"2,203","2,203","2,191",20.18,20.56,16.73,17.02,15.64,13.32,13.30,13.30,12.73,11.20,11.20,10.36,19.38,19.38,23.46,"1,747",424,343,12.91,12.91,12.04,"14,008","14,008","13,930",1.61,1.61,1.45,2.04,,,25.56,105.22,
스카이라이프,318,053210,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=053210,"8,070","6,946","1,674","1,679",694,186,242,560,135,183,"8,483","8,483","8,521","1,428","1,428","1,458","7,054","7,054","7,063",9.98,11.09,14.42,8.06,8.07,10.90,8.02,8.02,8.63,6.73,6.73,7.07,20.25,20.25,20.64,"1,141",283,380,7.64,7.64,4.97,"14,699","14,699","14,715",0.59,0.59,0.41,4.01,,,30.51,123.03,
삼호,319,001880,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=001880,"24,950","12,799","3,030","4,247","1,430",281,699,951,26,537,"8,517","8,517","10,000","3,939","3,939","4,946","4,578","4,578","5,055",11.17,9.28,16.45,7.43,0.87,12.64,23.04,23.04,26.44,11.54,11.54,12.67,86.03,86.03,97.84,"6,265",173,"3,536",3.17,3.17,1.90,"30,162","30,162","33,299",0.66,0.66,0.45,2.02,,,6.38,231.12,
효성첨단소재,321,298050,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=298050,"85,700","30,536","6,954","6,882","1,583",185,285,-529,-422,83,"25,311","25,311","27,263","21,257","21,257","23,086","4,054","4,054","4,177",5.18,2.66,4.14,-1.73,-6.07,1.21,-19.74,-19.74,-22.67,-2.09,-2.09,-2.78,524.35,524.35,552.71,"-15,622","-10,076","1,346",N/A,N/A,N/A,"72,388","72,388","77,646",1.53,1.53,0.79,,,,0.00,0.00,0.00
코스모신소재,322,005070,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=005070,"13,450","2,439",409,432,-36,-11,16,-59,-23,17,"2,620","2,620","2,599","1,150","1,150","1,111","1,470","1,470","1,488",-1.49,-2.66,3.66,-2.40,-5.56,4.00,-4.99,-4.99,-4.91,-2.35,-2.35,-2.34,78.23,78.23,74.70,-251,-86,59,N/A,N/A,N/A,"5,028","5,028","5,088",1.77,1.77,1.34,,,,,,
유니드,323,014830,https://navercomp.wisereport.co.kr/v2/company/c1010001.aspx?cmp_cd=014830,"42,800","8,752","2,126","2,180",848,116,195,675,54,167,"10,763","10,763","11,175","3,675","3,675","3,977","7,088","7,088","7,198",9.69,5.48,8.93,7.71,2.55,7.66,9.87,9.87,9.77,6.17,6.17,6.03,51.84,51.84,55.26,"7,600",614,"1,882",6.15,6.15,4.43,"79,982","79,982","82,689",0.58,0.58,0.41,2.57,2.56,,15.79,195.29,
